,ID,Vote_time,therm_sens,mean.Temperature_60,grad.Temperature_60,mean.Humidity_60,grad.Humidity_60,mean.Solar_60,grad.Solar_60,mean.hr_60,grad.hr_60,mean.WristT_60,grad.WristT_60,mean.PantT_60,grad.PantT_60
2278,10,3/21/2017 19:05,-0.7,14.60769231,-0.02010989,75.69230769,0.146153846,66.38461538,-2.182417582,79.94557067,0.001496268,33.75704918,0.044183501,23.40655738,-0.001152829
2280,10,3/21/2017 20:43,0.8,13.4625,-0.009,85.625,0.086666667,0.0,0.0,,,31.46705882,0.043766516,17.80215686,0.103476018
2281,10,3/21/2017 22:27,1.0,12.6,0.0,92.0,0.0,0.0,0.0,,,31.80114286,-0.049977591,23.48428571,-0.144414566
2282,10,3/21/2017 23:37,-1.2,12.56666667,-0.015869565,91.44444444,0.023188406,0.0,0.0,,,31.61163934,-0.01020201,23.36081967,0.008509783
2283,10,3/21/2017 23:52,-1.0,12.0,-0.02,93.66666667,0.1,0.0,0.0,,,31.39733333,-0.041535714,22.74933333,-0.151142857
2284,10,3/22/2017 7:52,1.5,10.23636364,-0.003808917,94.90909091,-0.007643312,5.363636364,0.336050955,64.86646526,0.561732792,34.18786885,-0.095873083,20.31590164,0.008182972
2285,10,3/22/2017 9:05,1.1,10.13636364,0.001818182,93.45454545,-0.033333333,113.8181818,5.448484848,127.6271186,12.51548802,31.1157377,0.053987837,20.44393443,-0.002262295
2288,10,3/22/2017 11:55,1.5,11.70833333,0.017832168,75.33333333,-0.159440559,187.5833333,3.631468532,,,33.67775862,0.026100157,19.80689655,0.199863422
2289,10,3/22/2017 13:02,1.0,12.42,0.015925926,72.9,0.039316239,298.8,5.305128205,,,34.07868852,0.02739926,23.8204918,0.034846642
2290,10,3/22/2017 14:04,1.2,12.39166667,0.001468531,73.16666667,0.013986014,282.0833333,-0.069230769,,,34.07868852,-0.012115283,22.84131148,-0.009176626
