,ID,Vote_time,therm_sens,mean.Temperature_60,grad.Temperature_60,mean.Humidity_60,grad.Humidity_60,mean.Solar_60,grad.Solar_60,mean.hr_60,grad.hr_60,mean.WristT_60,grad.WristT_60,mean.PantT_60,grad.PantT_60
323,14,5/13/2017 11:31,0.0,13.275,0.022867133,56.08333333,-0.106993007,828.25,1.951748252,75.80281124,0.212629887,,,22.14883333,-0.110027508
324,14,5/13/2017 11:35,-0.1,14.0,,52.0,,886.0,,61.88333333,-0.007604299,,,20.4425,0.151
325,14,5/13/2017 12:22,-1.0,14.51111111,0.020333333,49.11111111,-0.126666667,913.5555556,0.923333333,72.15602837,0.106546508,,,20.8693617,0.004677382
326,14,5/13/2017 13:55,-0.2,14.89166667,0.006153846,52.41666667,0.084615385,947.9166667,-0.141295547,70.57234102,-0.063619351,,,20.63016667,0.022982217
330,14,5/13/2017 17:19,-0.8,15.46,0.008969697,58.5,-0.056969697,588.0,-3.100606061,78.33627451,-0.799878224,,,21.44176471,0.147728507
332,14,5/13/2017 19:38,-0.2,13.81428571,-0.033360656,61.42857143,0.140983607,35.14285714,-0.482786885,92.33962264,-0.669851566,,,17.93414634,0.026229965
333,14,5/13/2017 20:18,-0.1,12.3,-0.024285714,65.625,0.026190476,11.125,-0.65952381,79.85304659,-3.978914564,,,19.5225,0.098739212
334,14,5/13/2017 21:06,-0.4,11.44444444,-0.018918919,68.33333333,0.125675676,0.0,0.0,79.1049238,-0.076526506,,,21.61,-0.027949414
336,14,5/14/2017 10:02,-0.3,11.02727273,0.010400534,78.72727273,-0.017356475,476.4545455,1.218024032,65.24469413,0.335759596,,,18.218,0.003962767
337,14,5/14/2017 10:20,-0.3,11.9,0.028,76.5,-0.08,750.75,3.54,,,,,18.33333333,-0.005201238
338,14,5/14/2017 11:24,-0.4,12.4,0.011082707,74.54545455,-0.022406015,799.4545455,1.064511278,,,,,21.63266667,0.019929981
339,14,5/14/2017 12:04,-0.3,13.2125,0.013571429,68.875,-0.135714286,883.0,0.914285714,72.97311272,0.489426173,,,21.732,-0.054208255
340,14,5/14/2017 12:36,-0.3,13.62857143,0.018571429,66.71428571,0.035714286,913.7142857,0.485714286,64.75091767,-0.316749001,,,22.0696875,0.039008431
341,14,5/14/2017 13:20,-0.4,14.34444444,0.005,66.33333333,0.066666667,931.3333333,0.256666667,61.50606061,0.044393515,,,21.615,-0.008964059
342,14,5/14/2017 14:00,-0.4,14.675,0.01952381,65.5,-0.052380952,929.875,-0.397619048,64.42,0.020728337,,,21.7135,-0.005774859
343,14,5/14/2017 14:20,-0.4,14.65,-0.048,64.25,0.26,908.25,-0.98,68.66083333,0.344614614,,,21.5165,-0.046278195
344,14,5/14/2017 14:38,-0.1,14.7,0.04,64.5,-0.2,894.5,-1.4,79.58148148,1.209688966,,,20.56666667,-0.055706914
345,14,5/14/2017 18:07,0.4,15.13333333,0.002097902,56.0,0.034965035,307.8333333,-8.55944056,97.91089109,6.162154165,,,18.8625,-0.00064768
346,14,5/14/2017 18:28,1.3,15.4,-0.008,55.5,-0.08,226.0,-19.88,136.4642857,2.727230779,,,18.87619048,-0.080896104
348,14,5/14/2017 19:50,0.1,14.04444444,-0.022081081,67.33333333,0.135405405,31.33333333,-0.655135135,113.2152174,0.166024583,34.5873913,0.021530681,19.25673913,-0.025046562
349,14,5/14/2017 20:19,0.3,13.35,-0.02,72.25,0.14,9.0,-0.6,113.4821839,-0.291045991,34.71689655,0.061349754,19.59275862,0.175871921
350,14,5/14/2017 20:59,-0.3,12.55714286,-0.016885246,73.85714286,0.085245902,0.0,0.0,89.54528764,-1.496644618,34.643,-0.123577861,22.998,0.013849906
351,14,5/14/2017 21:23,-0.5,12.0,-0.02,77.0,0.08,0.0,0.0,,,32.935,-0.076686957,23.12875,-0.003491304
352,14,5/14/2017 22:00,-0.1,11.6375,-0.00547619,79.125,0.045238095,0.0,0.0,73.97913043,-0.116975084,32.81783784,0.051076339,23.49486486,6.88e-05
353,14,5/14/2017 22:19,-0.2,11.3,-0.02,80.66666667,0.1,0.0,0.0,68.38245614,0.127667883,33.69473684,0.163368421,22.64578947,-0.009087719
354,14,5/14/2017 22:47,-0.2,10.64444444,-0.023404255,81.0,0.028723404,0.0,0.0,77.5502611,0.352948221,34.16214286,-0.096409414,21.13071429,-0.141127531
355,14,5/15/2017 8:17,-0.9,9.133333333,0.011748252,88.33333333,-0.039160839,84.5,1.827972028,70.36902113,0.613014365,31.42133333,0.016772992,17.5457377,0.025924907
357,14,5/15/2017 9:05,0.3,10.025,0.018,85.5,-0.12,181.75,2.46,84.19215686,1.152396114,33.93117647,0.022181373,19.54235294,0.409901961
