,ID,Vote_time,therm_sens,mean.Temperature_60,grad.Temperature_60,mean.Humidity_60,grad.Humidity_60,mean.Solar_60,grad.Solar_60,mean.hr_60,grad.hr_60,mean.WristT_60,grad.WristT_60,mean.PantT_60,grad.PantT_60
1316,6,12/5/2016 12:05,2.2,10.11666667,0.009080675,86.66666667,-0.049906191,121.0833333,-0.054221388,79.08308383,-0.029719264,30.67655738,0.131043363,24.40901639,0.019069276
1317,6,12/5/2016 15:53,0.9,10.97272727,-0.013955119,84.45454545,0.055680224,68.45454545,-1.232538569,,,31.10967213,-0.012198837,29.29081967,-0.080313591
1318,6,12/5/2016 16:25,-0.6,10.38,-0.010754717,86.8,0.033962264,21.6,-0.705660377,,,29.1690625,-0.064345674,23.560625,-0.143779326
1320,6,12/5/2016 18:25,0.7,9.841666667,-0.003286713,88.16666667,-0.044755245,0.0,0.0,,,32.4395,0.02936788,18.78483333,-0.018312587
1321,6,12/5/2016 19:26,-0.6,9.633333333,-0.002237762,86.91666667,-0.003496503,0.0,0.0,,,33.52163934,-0.028347964,18.05327869,-0.007776838
1322,6,12/5/2016 20:25,1.1,9.572727273,-0.001818182,88.63636364,0.036363636,0.0,0.0,,,33.42169492,-0.001194623,17.67745763,-0.005135593
1323,6,12/5/2016 21:27,1.5,9.67,-0.00352211,89.5,-0.033359193,0.0,0.0,,,32.74770492,-0.055185087,17.43590164,-0.003583818
1324,6,12/5/2016 22:26,-1.1,9.4,-0.006972833,87.27272727,-0.009831824,0.0,0.0,,,32.39440678,0.031272355,17.26084746,-0.002472238
1325,6,12/5/2016 23:25,-1.3,8.972727273,-0.005135834,87.09090909,0.004786546,0.0,0.0,,,32.68355932,0.012136762,17.29677966,0.000679719
1326,6,12/6/2016 8:11,-1.0,5.75,0.020979021,70.5,-0.026573427,11.66666667,0.467132867,,,33.54377049,0.063144368,16.52393443,-0.001034373
1327,6,12/6/2016 8:27,-1.0,6.6,0.02,69.33333333,-3.49e-12,40.66666667,1.8,,,31.07625,-0.050794118,16.4675,-0.001058824
1328,6,12/6/2016 9:30,0.9,7.115384615,0.009450549,69.23076923,0.036263736,61.69230769,0.463736264,,,31.43508197,-0.00769487,16.76327869,0.006747224
1329,6,12/6/2016 10:25,-1.3,7.76,0.009843893,71.3,0.013406795,102.6,-0.042975207,,,31.39363636,0.022650794,17.19890909,0.004833333
1330,6,12/6/2016 11:25,-0.8,8.75,0.03006993,69.83333333,-0.072727273,116.25,-0.824475524,,,31.0435,-0.028346485,17.54916667,0.011381217
1331,6,12/6/2016 12:27,-0.9,10.31666667,0.017202797,65.33333333,-0.041958042,117.5833333,1.218881119,,,30.12983607,-0.004269699,18.43688525,0.01492385
1332,6,12/6/2016 13:26,-0.3,10.88333333,-0.00041958,63.66666667,0.013986014,219.25,-2.704195804,,,29.85898305,0.000928112,19.2220339,0.005995909
1333,6,12/6/2016 14:25,-0.6,10.93333333,0.027832168,64.91666667,-0.048251748,193.25,5.706993007,,,30.21542373,0.057766219,19.20305085,-0.000154296
1334,6,12/6/2016 15:34,-0.7,12.13,-0.001317365,59.2,-0.049272883,210.1,-0.085372113,,,32.62311475,0.060581703,19.0252459,-0.002849815
1335,6,12/6/2016 16:25,-0.5,11.25555556,0.000940367,61.33333333,0.075,70.77777778,0.311238532,,,32.84392157,-0.084691403,18.99568627,0.004206335
1336,6,12/6/2016 18:05,-0.9,8.969230769,-0.020769231,74.38461538,0.093406593,0.0,0.0,,,31.95409836,-0.028519831,19.27147541,0.002725542
1337,6,12/6/2016 18:25,-0.6,8.25,-0.004,77.25,-0.06,0.0,0.0,,,30.554,-0.000736842,19.415,0.002390977
1338,6,12/6/2016 19:29,0.7,8.081818182,-0.009272727,77.72727273,0.04,0.0,0.0,,,30.25180328,0.001113696,19.4,1.76e-16
1340,6,12/6/2016 21:25,-0.8,7.454545455,-0.00687218,78.54545455,0.023909774,0.0,0.0,,,28.5937931,-0.008087607,20.62965517,-0.125969424
1341,6,12/6/2016 22:26,-1.2,7.283333333,-0.004755245,79.25,0.060839161,0.0,0.0,,,29.23770492,0.040098361,18.42836066,0.003171867
1342,6,12/6/2016 23:26,-1.1,7.1,-0.004055944,78.16666667,-0.040559441,0.0,0.0,,,30.547,-0.050710753,18.57,0.001385385
1343,6,12/7/2016 7:21,0.7,5.711111111,0.002038462,75.77777778,-0.0425,1.0,0.09,,,32.89114754,-0.006107351,17.16081967,-0.001569011
1344,6,12/7/2016 7:25,1.4,5.8,,74.0,,10.0,,,,30.4875,-0.099,17.125,-0.018
1346,6,12/7/2016 9:41,1.1,6.76,0.005878136,62.4,-0.168100358,70.1,0.854480287,,,29.50967213,0.088046536,21.89934426,-0.1313633
1347,6,12/7/2016 10:30,1.1,7.9,0.033333333,52.77777778,-0.203333333,144.5555556,0.62,,,32.07795918,0.008068367,20.57510204,0.011676531
