,ID,Vote_time,therm_sens,mean.Temperature_60,grad.Temperature_60,mean.Humidity_60,grad.Humidity_60,mean.Solar_60,grad.Solar_60,mean.hr_60,grad.hr_60,mean.WristT_60,grad.WristT_60,mean.PantT_60,grad.PantT_60
3680,12,12/3/2016 9:50,0.0,11.3,0.035636364,53.3,-0.149090909,60.4,2.492121212,100.6271739,0.420995079,31.15702174,-0.012934875,13.90036957,0.068580512
3681,12,12/3/2016 10:50,-0.9,12.9,0.020633894,52.54545455,0.052910737,111.2727273,-1.227943079,102.7553937,-0.158562256,33.49625,0.019235482,19.40351667,0.062006307
3682,12,12/3/2016 11:50,-0.3,13.925,0.012657343,56.25,-0.02027972,109.9166667,-2.548951049,101.9552778,0.017975673,33.1687,-0.008536482,19.8281,-0.017257294
3683,12,12/3/2016 12:50,-0.6,14.55454545,0.015912031,53.0,0.089650712,204.7272727,6.547477361,97.2849944,-0.082828494,32.11138333,-0.033260711,19.48505,0.012591248
3684,12,12/3/2016 13:50,0.1,15.75454545,0.022738854,51.54545455,-0.181783439,285.7272727,5.50611465,93.37,-0.07469158,31.27488333,0.0565793,19.99813333,-0.023263462
3685,12,12/3/2016 14:50,0.1,16.48333333,0.003076923,49.58333333,0.077622378,249.0833333,0.595104895,89.32944444,-0.095433387,35.55088333,0.022716393,19.8668,0.00931192
3686,12,12/3/2016 15:50,0.3,15.96666667,-0.01020979,52.83333333,0.076923077,168.9166667,-2.793706294,87.26138889,0.039836539,35.59038333,-0.007495165,20.1975,-0.001151042
3687,12,12/3/2016 16:50,0.2,14.58181818,-0.03610608,60.09090909,0.152781371,30.27272727,-1.101293661,85.78025751,-0.120455672,35.74213333,-0.001731148,20.49776667,6.29e-05
3688,12,12/3/2016 17:53,0.0,12.75,-0.013286713,67.33333333,-0.074125874,0.0,0.0,81.48747216,-0.087676331,35.6017,-0.02008419,21.2058,-0.005035677
3689,12,12/3/2016 18:57,-0.8,12.66666667,-0.000559441,64.33333333,-0.011188811,0.0,0.0,80.6517634,-0.006993322,35.50826667,0.016761712,21.16508333,-0.021895888
3690,12,12/3/2016 20:38,-0.1,12.84545455,0.005006468,68.36363636,-0.049029754,0.0,0.0,82.20967742,0.027724782,34.53368333,0.003879383,20.27773333,0.006288525
3691,12,12/3/2016 20:58,-0.5,13.56666667,0.03,67.0,-0.1,0.0,0.0,81.31742044,-0.309725856,35.1414,0.009215038,20.21185,0.034194737
3692,12,12/3/2016 21:50,0.2,12.93636364,-0.022545455,67.09090909,0.12,0.0,0.0,82.66495011,0.003419664,33.23036538,-0.045758772,20.13361538,-0.013311022
3693,12,12/3/2016 22:36,-1.6,13.2,0.022666667,65.0,-0.123333333,0.0,0.0,83.7514881,0.047146652,32.12563043,-0.015568856,19.64443478,-0.001042738
3694,12,12/3/2016 22:50,-0.4,13.36666667,-0.01,63.33333333,0.1,0.0,0.0,80.4547619,0.131077688,32.10014286,-0.041125275,19.51521429,0.005641758
3695,12,12/3/2016 23:55,-1.1,12.65,-0.007165143,67.33333333,0.039591178,0.0,0.0,84.54429325,0.134121699,32.33071667,-0.01516085,19.0875,-0.020126591
3696,12,12/4/2016 8:50,0.0,10.06923077,-0.005824176,82.0,0.050549451,28.30769231,0.456043956,76.68342127,0.122098001,33.32581667,-0.032850709,14.65566667,0.006167046
3698,12,12/4/2016 9:12,0.9,10.05,0.02,84.5,-0.2,39.5,0.2,121.9240741,-1.61980208,31.04211111,0.0374,11.87266667,-0.546416667
3699,12,12/4/2016 9:46,-0.3,10.67142857,0.027857143,82.57142857,-0.1,56.85714286,2.228571429,110.4963768,-0.452450583,31.94447059,0.10516272,17.65097059,0.125016807
3700,12,12/4/2016 10:47,-0.8,11.76666667,0.015244755,78.66666667,-0.047552448,120.0833333,-0.308391608,98.21244099,-0.151750277,32.69163333,-0.020650847,19.46313333,-0.002810947
3701,12,12/4/2016 11:47,-0.8,12.91666667,0.032027972,76.0,-0.109090909,114.9166667,-0.772727273,95.31291759,0.035813603,31.45091667,-0.012312448,20.532,-0.006020839
3702,12,12/4/2016 13:24,-0.6,14.61666667,0.014825175,67.0,-0.127272727,271.4166667,-3.258041958,96.24586487,0.00710598,30.5012,-0.004048791,19.70398333,-0.002472826
3703,12,12/4/2016 13:38,-1.2,14.5,-0.06,65.5,0.1,248.0,4.2,97.75,-0.040414294,29.98228571,-0.025156044,19.238,-0.033978022
3704,12,12/4/2016 14:10,-1.4,13.65714286,-0.012142857,67.71428571,-0.007142857,181.1428571,-1.707142857,99.93697917,0.720420066,30.0596875,-0.004884897,19.27465625,-0.081855755
3705,12,12/4/2016 14:18,-0.8,13.6,,68.0,,175.0,,99.08125,0.855749157,30.194125,0.031178571,16.966375,0.12372619
3706,12,12/4/2016 15:46,0.1,13.86363636,-0.023338008,73.09090909,0.14628331,144.5454545,-4.221178121,113.175209,-0.053073702,33.306,0.030316032,20.97843333,0.026057961
3707,12,12/4/2016 16:34,0.6,12.85714286,0.005149701,77.42857143,-0.055688623,32.0,-0.7,111.2163208,-0.064930971,33.24033333,-0.016784846,21.62645833,-0.011632219
3708,12,12/4/2016 18:48,-0.5,12.18333333,-0.004895105,83.08333333,0.094405594,0.0,0.0,104.7473538,-0.55100022,33.87245,0.0218217,16.96935,0.026349291
3709,12,12/4/2016 19:52,-0.4,12.03636364,-0.004178344,86.27272727,0.01910828,0.0,0.0,91.52634514,-0.020793414,33.5919,-0.001095582,17.40031667,0.001630314
3710,12,12/4/2016 20:22,-0.9,11.62,-0.015135135,87.8,0.083783784,0.0,0.0,87.40944444,-0.094848239,32.60413333,-0.036612236,17.436,0.0
