,ID,Vote_time,therm_sens,mean.Temperature_60,grad.Temperature_60,mean.Humidity_60,grad.Humidity_60,mean.Solar_60,grad.Solar_60,mean.hr_60,grad.hr_60,mean.WristT_60,grad.WristT_60,mean.PantT_60,grad.PantT_60
912,1,11/28/2016 14:51,-0.7,14.44,-0.008869048,69.1,0.14077381,214.7,-3.638095238,80.27374302,-0.523256544,31.16384615,0.693736264,26.087,-0.550848485
913,1,11/28/2016 14:59,-0.6,13.5,,77.0,,38.0,,79.7875,-0.103665815,34.9925,0.126428571,23.1075,-0.122380952
914,1,11/28/2016 15:49,0.8,13.6,0.01430303,75.3,-0.105454545,128.2,-0.278787879,79.742,0.022857869,34.0912,-0.056163265,22.763,0.008233854
915,1,11/28/2016 16:59,0.3,12.37272727,-0.032622721,75.0,0.070967742,24.36363636,-0.79256662,73.00666482,-0.160869914,32.4342623,0.006564252,19.77704918,0.094489688
916,1,11/28/2016 18:11,-1.1,11.11818182,-3.88e-05,76.27272727,-0.062483829,0.0,0.0,82.30142084,0.455034954,31.09360656,-0.108227922,18.89180328,-0.131631941
917,1,11/28/2016 19:55,1.3,10.89230769,-0.010879121,74.69230769,0.01978022,0.0,0.0,,,24.21590164,0.285707562,17.73852459,-0.062259122
918,1,11/28/2016 21:15,0.2,9.892307692,-0.012637363,78.46153846,0.034065934,0.0,0.0,,,34.51655738,-0.006400317,23.15409836,0.025406134
919,1,11/28/2016 22:01,-0.4,9.377777778,-0.005666667,78.77777778,-0.003333333,0.0,0.0,86.72372372,1.075689397,33.97956522,-0.01248597,21.68521739,-0.016711687
920,1,11/28/2016 22:59,0.5,9.45,0.006332139,76.5,-0.086618877,0.0,0.0,87.00760456,0.148779761,33.27293103,-0.033728814,21.23224138,-0.002860439
921,1,11/28/2016 23:59,-0.4,9.46,-0.006450425,74.9,-0.009314826,0.0,0.0,,,33.57716667,-0.012223673,22.29466667,-0.012090025
923,1,11/29/2016 8:03,-1.5,8.345454545,-0.006408545,69.09090909,0.095861148,6.090909091,0.239786382,,,33.15,-0.081956637,15.24770492,-0.002887361
924,1,11/29/2016 8:59,-0.7,8.62,0.009939394,71.6,0.026666667,28.4,0.206060606,,,20.315,-0.247879016,15.50803571,0.010674299
925,1,11/29/2016 9:59,0.6,10.275,0.022867133,66.66666667,-0.100699301,57.41666667,1.302797203,105.6104718,-0.705089918,30.412,0.202526257,20.11433333,0.277014726
926,1,11/29/2016 10:59,1.4,11.48333333,0.016223776,59.5,-0.11048951,116.9166667,-1.596503497,86.72777778,-0.038153275,34.32133333,0.00092359,24.67033333,0.002152265
927,1,11/29/2016 11:59,0.2,12.47272727,0.027090909,57.18181818,-0.032727273,140.0909091,-5.323636364,79.25925926,-0.274015679,33.5115,-0.018875521,24.24633333,0.000797444
